Name of Membranes,Type of Membranes,NAME of TrOCs,SMILEs,Pure water flux (L·m-2·h-1),Pressure (bar),pH,Temperature (oC),Filtration duration (h),TrOC concentration (mg/L),MW (Da),MWCO (Da),Min projection (nm),Max projection (nm),Molecular radius (nm),Pore radius (nm),pKa1 ,Zeta potential (mV),log Kow,Contact angle (°),Molecular charge,Charge product,log D ,TrOC Rejection (%),Reference
De-HL,NF,Glutamine,N[C@@H](CCC(N)=O)C(O)=O,96.0,8.0,3.0,25.0,2.0,0.0292292,146.146,310,0.347,0.523,0.2437649963788605,0.45,2.27,4.0,-3.64,46.0,-0.8430219644140362,-3.372087857656145,-3.800221898638986,97.0,Relation between membrane characteristics and performance in nanofiltration
De-HL,NF,4-Methyl-3-nitrophenol,Cc1ccc(O)cc1[N+]([O-])=O,91.2,8.0,6.0,25.0,2.0,0.306274,153.137,310,0.392,0.449,0.2506959187743933,0.45,8.66,-13.0,2.1,47.0,-0.002182985771453137,0.02837881502889078,2.1,0.0,Relation between membrane characteristics and performance in nanofiltration
De-HL,NF,Benzonitrile,N#Cc1ccccc1,91.2,8.0,6.0,25.0,2.0,0.206248,103.123999999999,310,0.1,0.452,0.2322023269185876,0.45,14.0,-13.0,1.56,47.0,0.0,0.0,1.56,5.0,Relation between membrane characteristics and performance in nanofiltration
De-HL,NF,p-Tolualdehyde,Cc1ccc(C=O)cc1,91.2,8.0,6.0,25.0,2.0,0.240302,120.150999999999,310,0.332,0.489,0.2530889581120866,0.45,14.0,-13.0,2.26,47.0,0.0,0.0,2.26,6.0,Relation between membrane characteristics and performance in nanofiltration
De-HL,NF,Benzylalcohol,OCc1ccccc1,91.2,8.0,6.0,25.0,2.0,0.21628,108.139999999999,310,0.336,0.464,0.2340806887054741,0.45,15.4,-13.0,1.1,47.0,-3.981071703950069e-10,5.175393215135089e-09,1.1,9.0,Relation between membrane characteristics and performance in nanofiltration
De-HL,NF,4-Chloro-3-nitrobenzaldehyde,[O-][N+](=O)c1cc(C=O)ccc1Cl,91.2,8.0,6.0,25.0,2.0,0.308242,185.565999999999,310,0.393,0.5,0.2621239557222039,0.45,14.0,-13.0,2.18,47.0,0.0,0.0,2.18,14.0,Relation between membrane characteristics and performance in nanofiltration
De-HL,NF,Benzylideneacetone,CC(=O)C=Cc1ccccc1,91.2,8.0,6.0,25.0,2.0,0.292378,146.189,310,0.351,0.599,0.2856074856199798,0.45,14.0,-13.0,2.07,47.0,0.0,0.0,2.07,17.0,Relation between membrane characteristics and performance in nanofiltration
De-HL,NF,"3,5-Dihydroxybenzoic acid",OC(=O)c1cc(O)cc(O)c1,91.2,8.0,6.0,25.0,2.0,0.308242,154.120999999999,310,0.389,0.481,0.2277471565708836,0.45,3.96,-13.0,0.86,47.0,-0.9909623162617605,12.88251011140289,-1.395211954450909,33.0,Relation between membrane characteristics and performance in nanofiltration
De-HL,NF,Xylose,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,91.2,8.0,6.0,25.0,2.0,0.30026,150.13,310,0.406,0.411,0.2271758314535358,0.45,12.14,-13.0,-2.39,47.0,-7.244354352679074e-07,9.417660658482797e-06,-2.39,85.0,Relation between membrane characteristics and performance in nanofiltration
De-HL,NF,Xylitol,OC[C@@H](O)[C@H](O)[C@@H](O)CO,91.2,8.0,6.0,25.0,2.0,0.30026,152.146,310,0.337,0.518,0.2463766830114021,0.45,11.3,-13.0,-2.56,47.0,-5.011847217534286e-06,6.515401382794571e-05,-2.56,85.0,Relation between membrane characteristics and performance in nanofiltration
De-HL,NF,Raffinose,OC[C@H]1O[C@H](OC[C@H]2O[C@H](O[C@]3(CO)O[C@H](CO)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O,91.2,8.0,6.0,25.0,2.0,0.240302,504.438,310,0.5730000000000001,0.753,0.424151565064248,0.45,12.81,-13.0,-5.104,47.0,-1.548816379029223e-07,2.013461292737989e-06,-5.104,93.0,Relation between membrane characteristics and performance in nanofiltration
De-HL,NF,Glutamine,N[C@@H](CCC(N)=O)C(O)=O,85.6,8.0,10.0,25.0,2.0,0.0292292,146.146,260,0.347,0.523,0.2437649963788605,0.45,2.27,-17.0,-3.64,35.0,-0.999999981379129,16.99999968344519,-3.830056608746701,87.0,Relation between membrane characteristics and performance in nanofiltration
De-HL,NF,Serine,N[C@@H](CO)C(O)=O,85.6,8.0,10.0,25.0,2.0,0.0210186,105.092999999999,260,0.306,0.43,0.1782033343668347,0.45,2.21,-17.0,-3.07,35.0,-0.9999999792001641,16.99999964640279,-3.378953074356042,89.0,Relation between membrane characteristics and performance in nanofiltration
De-HL,NF,Isoleucine,CC[C@H](C)[C@H](N)C(O)=O,85.6,8.0,10.0,25.0,2.0,0.026235,131.174999999999,260,0.353,0.514,0.264356489173457,0.45,2.17,-17.0,-1.7,35.0,-0.9999999812183917,16.99999968071266,-1.796241716406644,92.0,Relation between membrane characteristics and performance in nanofiltration
De-HL,NF,Phenylalanine,N[C@@H](Cc1ccccc1)C(O)=O,85.6,8.0,10.0,25.0,2.0,0.0330384,165.191999999999,260,0.345,0.585,0.272385470173311,0.45,2.2,-17.0,-1.38,35.0,-0.999999980340147,16.9999996657825,-1.433053968768856,95.0,Relation between membrane characteristics and performance in nanofiltration
De-HL,NF,Tryptophane,N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O,85.6,8.0,10.0,25.0,2.0,0.0408458,204.228999999999,260,0.411,0.622,0.2924204382401059,0.45,2.38,-17.0,-1.06,35.0,-0.9999999642347988,16.99999939199158,-1.06,96.0,Relation between membrane characteristics and performance in nanofiltration
De-HL,NF,Diphenylaminosulfonic acid,O[S](=O)(=O)N(c1ccccc1)c2ccccc2,85.6,8.0,10.0,25.0,2.0,0.049856,249.29,300,0.499,0.5900000000000001,0.3241825505657863,0.45,-1.33,-17.0,2.39,35.0,-0.9999999999953226,16.99999999992048,-1.925000326400955,99.0,Relation between membrane characteristics and performance in nanofiltration
NTR7450,NF,Tryptophane,N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O,25.6,8.0,3.0,25.0,2.0,0.0408458,204.228999999999,310,0.411,0.622,0.2924204382401059,0.69,2.38,1.0,-1.06,66.0,0.9999961961404267,0.9999961961404267,-1.06,45.0,Relation between membrane characteristics and performance in nanofiltration
NTR7450,NF,Phenylalanine,N[C@@H](Cc1ccccc1)C(O)=O,25.6,8.0,3.0,25.0,2.0,0.0330384,165.191999999999,310,0.345,0.585,0.272385470173311,0.69,2.2,1.0,-1.38,66.0,0.9999886721558955,0.9999886721558955,-1.326946631175209,46.0,Relation between membrane characteristics and performance in nanofiltration
NTR7450,NF,Serine,N[C@@H](CO)C(O)=O,25.6,8.0,3.0,25.0,2.0,0.0210186,105.092999999999,310,0.306,0.43,0.1782033343668347,0.69,2.21,1.0,-3.07,66.0,0.9999905617854518,0.9999905617854518,-2.761049835183246,50.0,Relation between membrane characteristics and performance in nanofiltration
NTR7450,NF,Glutamine,N[C@@H](CCC(N)=O)C(O)=O,25.6,8.0,3.0,25.0,2.0,0.0292292,146.146,310,0.347,0.523,0.2437649963788605,0.69,2.27,1.0,-3.64,66.0,-0.8430219644140362,-0.8430219644140362,-3.800221898638986,75.0,Relation between membrane characteristics and performance in nanofiltration
NTR7450,NF,Isoleucine,CC[C@H](C)[C@H](N)C(O)=O,25.6,8.0,3.0,25.0,2.0,0.026235,131.174999999999,310,0.353,0.514,0.264356489173457,0.69,2.17,1.0,-1.7,66.0,0.9999892350070191,0.9999892350070191,-1.603759317827203,76.0,Relation between membrane characteristics and performance in nanofiltration
NTR7450,NF,Diphenylaminosulfonic acid,O[S](=O)(=O)N(c1ccccc1)c2ccccc2,25.6,8.0,3.0,25.0,2.0,0.049856,249.29,310,0.499,0.5900000000000001,0.3241825505657863,0.69,-1.33,1.0,2.39,66.0,-0.9999532286735305,-0.9999532286735305,-1.924798508132155,83.0,Relation between membrane characteristics and performance in nanofiltration
NTR7450,NF,Benzonitrile,N#Cc1ccccc1,45.6,8.0,6.0,25.0,2.0,0.206248,103.123999999999,310,0.341,0.452,0.2322023269185876,0.69,14.0,-15.23,1.56,70.0,0.0,0.0,1.56,8.0,Relation between membrane characteristics and performance in nanofiltration
NTR7450,NF,p-Tolualdehyde,Cc1ccc(C=O)cc1,45.6,8.0,6.0,25.0,2.0,0.240302,120.150999999999,310,0.332,0.489,0.2530889581120866,0.69,14.0,-15.23,2.26,70.0,0.0,0.0,2.26,8.0,Relation between membrane characteristics and performance in nanofiltration
NTR7450,NF,4-Chloro-3-nitrobenzaldehyde,[O-][N+](=O)c1cc(C=O)ccc1Cl,45.6,8.0,6.0,25.0,2.0,0.37112,185.565999999999,310,0.393,0.5,0.2621239557222039,0.69,14.0,-15.23,2.18,70.0,0.0,0.0,2.18,8.0,Relation between membrane characteristics and performance in nanofiltration
NTR7450,NF,4-Methyl-3-nitrophenol,Cc1ccc(O)cc1[N+]([O-])=O,45.6,8.0,6.0,25.0,2.0,0.306274,153.137,310,0.392,0.449,0.2506959187743933,0.69,8.66,-15.23,2.1,70.0,-0.002182985771453137,0.03324687329923127,2.1,9.0,Relation between membrane characteristics and performance in nanofiltration
NTR7450,NF,Benzylideneacetone,CC(=O)C=Cc1ccccc1,45.6,8.0,6.0,25.0,2.0,0.292378,146.189,310,0.351,0.599,0.2856074856199798,0.69,14.0,-15.23,2.07,70.0,0.0,0.0,2.07,15.0,Relation between membrane characteristics and performance in nanofiltration
NTR7450,NF,Xylitol,OC[C@@H](O)[C@H](O)[C@@H](O)CO,45.6,8.0,6.0,25.0,2.0,0.304292,152.146,310,0.337,0.518,0.2463766830114021,0.69,11.3,-15.23,-2.56,70.0,-5.011847217534286e-06,7.633043312304718e-05,-2.56,15.0,Relation between membrane characteristics and performance in nanofiltration
NTR7450,NF,Benzylalcohol,OCc1ccccc1,45.6,8.0,6.0,25.0,2.0,0.21628,108.139999999999,310,0.336,0.464,0.2340806887054741,0.69,15.4,-15.23,1.1,70.0,-3.981071703950069e-10,6.063172205115955e-09,1.1,17.0,Relation between membrane characteristics and performance in nanofiltration
NTR7450,NF,"3,5-Dihydroxybenzoic acid",OC(=O)c1cc(O)cc(O)c1,45.6,8.0,6.0,25.0,2.0,0.308242,154.120999999999,310,0.389,0.481,0.2277471565708836,0.69,3.96,-15.23,0.86,70.0,-0.9909623162617605,15.09235607666661,-1.395211954450909,28.0,Relation between membrane characteristics and performance in nanofiltration
NTR7450,NF,Xylose,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,45.6,8.0,6.0,25.0,2.0,0.30026,150.13,310,0.406,0.411,0.2271758314535358,0.69,12.14,-15.23,-2.39,70.0,-7.244354352679074e-07,1.103315167913023e-05,-2.39,71.0,Relation between membrane characteristics and performance in nanofiltration
NTR7450,NF,Raffinose,OC[C@H]1O[C@H](OC[C@H]2O[C@H](O[C@]3(CO)O[C@H](CO)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O,45.6,8.0,6.0,25.0,2.0,1.008876,504.438,310,0.5730000000000001,0.753,0.424151565064248,0.69,12.81,-15.23,-5.104,70.0,-1.548816379029223e-07,2.358847345261506e-06,-5.104,90.0,Relation between membrane characteristics and performance in nanofiltration
NTR7450,NF,Glutamine,N[C@@H](CCC(N)=O)C(O)=O,39.2,8.0,10.0,25.0,2.0,0.0292292,146.146,260,0.347,0.523,0.2437649963788605,0.69,2.27,-19.0,-3.64,71.0,-0.999999981379129,18.99999964620345,-3.830056608746701,31.0,Relation between membrane characteristics and performance in nanofiltration
NTR7450,NF,Serine,N[C@@H](CO)C(O)=O,39.2,8.0,10.0,25.0,2.0,0.0210186,105.092999999999,260,0.306,0.43,0.1782033343668347,0.69,2.21,-19.0,-3.07,71.0,-0.9999999792001641,18.99999960480312,-3.378953074356042,39.0,Relation between membrane characteristics and performance in nanofiltration
NTR7450,NF,Isoleucine,CC[C@H](C)[C@H](N)C(O)=O,39.2,8.0,10.0,25.0,2.0,0.026235,131.174999999999,260,0.353,0.514,0.264356489173457,0.69,2.17,-19.0,-1.7,71.0,-0.9999999812183917,18.99999964314944,-1.796241716406644,39.0,Relation between membrane characteristics and performance in nanofiltration
NTR7450,NF,Phenylalanine,N[C@@H](Cc1ccccc1)C(O)=O,39.2,8.0,10.0,25.0,2.0,0.0330384,165.191999999999,260,0.345,0.585,0.272385470173311,0.69,2.2,-19.0,-1.38,71.0,-0.999999980340147,18.9999996264628,-1.433053968768856,91.0,Relation between membrane characteristics and performance in nanofiltration
NTR7450,NF,Tryptophane,N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O,39.2,8.0,10.0,25.0,2.0,0.0408458,204.228999999999,260,0.411,0.622,0.2924204382401059,0.69,2.38,-19.0,-1.06,71.0,-0.9999999642347988,18.99999932046117,-1.06,91.0,Relation between membrane characteristics and performance in nanofiltration
NTR7450,NF,Diphenylaminosulfonic acid,O[S](=O)(=O)N(c1ccccc1)c2ccccc2,39.2,8.0,10.0,25.0,2.0,0.049856,249.29,260,0.499,0.5900000000000001,0.3241825505657863,0.69,-1.33,-19.0,2.39,71.0,-0.9999999999953226,18.99999999991113,-1.925000326400955,97.0,Relation between membrane characteristics and performance in nanofiltration
CPA3,RO,Dexamethasone,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,27.79,10.0,7.0,25.0,2.0,15.0,392.467,96,0.486,0.743,0.4409415966246648,0.4031806108897714,12.13,-15.0,1.83,73.0,-7.413047459329147e-06,0.0001111957118899372,1.83,96.3,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes
CPA3,RO,Dexamethasone,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,27.79,10.0,7.0,25.0,4.0,15.0,392.467,96,0.486,0.743,0.4409415966246648,0.4031806108897714,12.13,-15.0,1.83,73.0,-7.413047459329147e-06,0.0001111957118899372,1.83,96.6,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes
CPA3,RO,Dexamethasone,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,27.79,10.0,7.0,25.0,12.0,15.0,392.467,96,0.486,0.743,0.4409415966246648,0.4031806108897714,12.13,-15.0,1.83,73.0,-7.413047459329147e-06,0.0001111957118899372,1.83,96.7,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes
CPA3,RO,Dexamethasone,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,27.79,10.0,7.0,25.0,6.0,15.0,392.467,96,0.486,0.743,0.4409415966246648,0.4031806108897714,12.13,-15.0,1.83,73.0,-7.413047459329147e-06,0.0001111957118899372,1.83,96.8,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes
CPA3,RO,Dexamethasone,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,27.79,10.0,7.0,25.0,8.0,15.0,392.467,96,0.486,0.743,0.4409415966246648,0.4031806108897714,12.13,-15.0,1.83,73.0,-7.413047459329147e-06,0.0001111957118899372,1.83,96.8,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes
CPA3,RO,Dexamethasone,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,27.79,10.0,7.0,25.0,24.0,15.0,392.467,96,0.486,0.743,0.4409415966246648,0.4031806108897714,12.13,-15.0,1.83,73.0,-7.413047459329147e-06,0.0001111957118899372,1.83,97.1,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes
CPA3,RO,Dexamethasone,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,27.79,10.0,7.0,25.0,0.5,15.0,392.467,96,0.486,0.743,0.4409415966246648,0.4031806108897714,12.13,-15.0,1.83,73.0,-7.413047459329147e-06,0.0001111957118899372,1.83,98.2,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes
CPA3,RO,Hydrocortisone,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23,27.79,10.0,7.0,25.0,2.0,15.0,362.466,96,0.445,0.753,0.4058140559527056,0.4031806108897714,12.58,-15.0,1.61,73.0,-2.630261073603865e-06,3.945391610405797e-05,1.61,92.2,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes
CPA3,RO,Hydrocortisone,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23,27.79,10.0,7.0,25.0,6.0,15.0,362.466,96,0.445,0.753,0.4058140559527056,0.4031806108897714,12.58,-15.0,1.61,73.0,-2.630261073603865e-06,3.945391610405797e-05,1.61,93.6,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes
CPA3,RO,Hydrocortisone,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23,27.79,10.0,7.0,25.0,4.0,15.0,362.466,96,0.445,0.753,0.4058140559527056,0.4031806108897714,12.58,-15.0,1.61,73.0,-2.630261073603865e-06,3.945391610405797e-05,1.61,93.9,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes
CPA3,RO,Hydrocortisone,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23,27.79,10.0,7.0,25.0,8.0,15.0,362.466,96,0.445,0.753,0.4058140559527056,0.4031806108897714,12.58,-15.0,1.61,73.0,-2.630261073603865e-06,3.945391610405797e-05,1.61,94.0,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes
CPA3,RO,Hydrocortisone,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23,27.79,10.0,7.0,25.0,24.0,15.0,362.466,96,0.445,0.753,0.4058140559527056,0.4031806108897714,12.58,-15.0,1.61,73.0,-2.630261073603865e-06,3.945391610405797e-05,1.61,94.5,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes
CPA3,RO,Hydrocortisone,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23,27.79,10.0,7.0,25.0,12.0,15.0,362.466,96,0.445,0.753,0.4058140559527056,0.4031806108897714,12.58,-15.0,1.61,73.0,-2.630261073603865e-06,3.945391610405797e-05,1.61,94.6,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes
CPA3,RO,Hydrocortisone,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23,27.79,10.0,7.0,25.0,0.5,15.0,362.466,96,0.445,0.753,0.4058140559527056,0.4031806108897714,12.58,-15.0,1.61,73.0,-2.630261073603865e-06,3.945391610405797e-05,1.61,95.8,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes
CPA3,RO,Lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,27.79,10.0,7.0,25.0,24.0,15.0,234.343,96,0.451,0.675,0.3764144754956523,0.4031806108897714,14.23,-15.0,2.44,73.0,0.8944287193736347,-13.41643079060452,2.44,77.2,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes
CPA3,RO,Lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,27.79,10.0,7.0,25.0,4.0,15.0,234.343,96,0.451,0.675,0.3764144754956523,0.4031806108897714,14.23,-15.0,2.44,73.0,0.8944287193736347,-13.41643079060452,2.44,81.8,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes
CPA3,RO,Lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,27.79,10.0,7.0,25.0,12.0,15.0,234.343,96,0.451,0.675,0.3764144754956523,0.4031806108897714,14.23,-15.0,2.44,73.0,0.8944287193736347,-13.41643079060452,2.44,82.5,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes
CPA3,RO,Lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,27.79,10.0,7.0,25.0,6.0,15.0,234.343,96,0.451,0.675,0.3764144754956523,0.4031806108897714,14.23,-15.0,2.44,73.0,0.8944287193736347,-13.41643079060452,2.44,82.9,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes
CPA3,RO,Lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,27.79,10.0,7.0,25.0,8.0,15.0,234.343,96,0.451,0.675,0.3764144754956523,0.4031806108897714,14.23,-15.0,2.44,73.0,0.8944287193736347,-13.41643079060452,2.44,84.0,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes
CPA3,RO,Lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,27.79,10.0,7.0,25.0,2.0,15.0,234.343,96,0.451,0.675,0.3764144754956523,0.4031806108897714,14.23,-15.0,2.44,73.0,0.8944287193736347,-13.41643079060452,2.44,86.8,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes
CPA3,RO,Lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,27.79,10.0,7.0,25.0,0.5,15.0,234.343,96,0.451,0.675,0.3764144754956523,0.4031806108897714,14.23,-15.0,2.44,73.0,0.8944287193736347,-13.41643079060452,2.44,98.8,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes
LFC1,RO,Dexamethasone,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,24.3,10.0,7.0,25.0,2.0,15.0,392.467,100,0.486,0.743,0.4409415966246648,0.4031806108897714,12.13,-3.2,1.83,78.0,-7.413047459329147e-06,2.372175186985327e-05,1.83,99.7,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes
LFC1,RO,Dexamethasone,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,24.3,10.0,7.0,25.0,6.0,15.0,392.467,100,0.486,0.743,0.4409415966246648,0.4031806108897714,12.13,-3.2,1.83,78.0,-7.413047459329147e-06,2.372175186985327e-05,1.83,99.7,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes
LFC1,RO,Dexamethasone,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,24.3,10.0,7.0,25.0,12.0,15.0,392.467,100,0.486,0.743,0.4409415966246648,0.4031806108897714,12.13,-3.2,1.83,78.0,-7.413047459329147e-06,2.372175186985327e-05,1.83,99.7,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes
LFC1,RO,Dexamethasone,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,24.3,10.0,7.0,25.0,0.5,15.0,392.467,100,0.486,0.743,0.4409415966246648,0.4031806108897714,12.13,-3.2,1.83,78.0,-7.413047459329147e-06,2.372175186985327e-05,1.83,99.8,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes
LFC1,RO,Dexamethasone,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,24.3,10.0,7.0,25.0,4.0,15.0,392.467,100,0.486,0.743,0.4409415966246648,0.4031806108897714,12.13,-3.2,1.83,78.0,-7.413047459329147e-06,2.372175186985327e-05,1.83,99.8,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes
LFC1,RO,Dexamethasone,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,24.3,10.0,7.0,25.0,8.0,15.0,392.467,100,0.486,0.743,0.4409415966246648,0.4031806108897714,12.13,-3.2,1.83,78.0,-7.413047459329147e-06,2.372175186985327e-05,1.83,99.8,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes
LFC1,RO,Dexamethasone,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,24.3,10.0,7.0,25.0,24.0,15.0,392.467,100,0.486,0.743,0.4409415966246648,0.4031806108897714,12.13,-3.2,1.83,78.0,-7.413047459329147e-06,2.372175186985327e-05,1.83,99.8,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes
LFC1,RO,Hydrocortisone,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23,24.3,10.0,7.0,25.0,12.0,15.0,362.466,100,0.445,0.753,0.4058140559527056,0.4031806108897714,12.58,-3.2,1.61,78.0,-2.630261073603865e-06,8.416835435532367e-06,1.61,99.4,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes
LFC1,RO,Hydrocortisone,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23,24.3,10.0,7.0,25.0,2.0,15.0,362.466,100,0.445,0.753,0.4058140559527056,0.4031806108897714,12.58,-3.2,1.61,78.0,-2.630261073603865e-06,8.416835435532367e-06,1.61,99.5,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes
LFC1,RO,Hydrocortisone,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23,24.3,10.0,7.0,25.0,6.0,15.0,362.466,100,0.445,0.753,0.4058140559527056,0.4031806108897714,12.58,-3.2,1.61,78.0,-2.630261073603865e-06,8.416835435532367e-06,1.61,99.5,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes
LFC1,RO,Hydrocortisone,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23,24.3,10.0,7.0,25.0,8.0,15.0,362.466,100,0.445,0.753,0.4058140559527056,0.4031806108897714,12.58,-3.2,1.61,78.0,-2.630261073603865e-06,8.416835435532367e-06,1.61,99.5,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes
